longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,Income_category,Area_density,Rooms_per_Household,age_category,<1H Ocean,Inland,Island,Near Bay,Near Ocean,Unnamed: 19,area_density,income_category,age_group,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
-122.05,37.89,37,1677,269,689,283,4.2625,310600,Low,2.434628975,5.925795053,Old,0,0,0,1,0,,2.4346289752650176,Low,Old,0,0,0,1,0
-122.04,37.89,33,2423,322,998,346,7.5349,349100,High,2.884393064,7.002890173,Old,0,0,0,1,0,,2.884393063583815,High,Middle-aged,0,0,0,1,0
-122.05,37.9,32,4498,862,1818,851,4.8088,321200,Low,2.136310223,5.285546416,Old,0,0,0,1,0,,2.136310223266745,Low,Middle-aged,0,0,0,1,0
-122.04,37.9,20,5467,1044,2310,963,5.6986,275800,Low,2.398753894,5.677050883,Mid-Age,0,0,0,1,0,,2.398753894080997,Low,Middle-aged,0,0,0,1,0
-122.02,37.89,29,6349,858,2450,778,7.5,356200,High,3.149100257,8.16066838,Mid-Age,0,0,0,1,0,,3.1491002570694087,High,Middle-aged,0,0,0,1,0
-122.04,37.88,32,3250,550,1230,557,4.6424,312700,Low,2.208258528,5.834829443,Old,0,0,0,1,0,,2.208258527827648,Low,Middle-aged,0,0,0,1,0
-122.03,37.86,29,3025,477,1035,452,6.112,390600,High,2.289823009,6.692477876,Mid-Age,0,0,0,1,0,,2.2898230088495577,High,Middle-aged,0,0,0,1,0
-122.04,37.85,27,6039,780,2181,761,9.5862,469400,High,2.865965834,7.935611038,Mid-Age,0,0,0,1,0,,2.865965834428384,High,Middle-aged,0,0,0,1,0
-121.94,37.73,22,1980,291,861,290,6.2726,258200,High,2.968965517,6.827586207,Mid-Age,1,0,0,0,0,,2.9689655172413794,High,Middle-aged,1,0,0,0,0
-121.94,37.73,22,6719,1068,2843,994,6.1265,260300,High,2.860160966,6.759557344,Mid-Age,1,0,0,0,0,,2.8601609657947686,High,Middle-aged,1,0,0,0,0
-121.93,37.73,23,2564,347,1043,351,6.2048,275000,High,2.971509972,7.304843305,Mid-Age,1,0,0,0,0,,2.9715099715099713,High,Middle-aged,1,0,0,0,0
-121.93,37.73,8,831,231,404,224,3.375,350000,Low,1.803571429,3.709821429,New,1,0,0,0,0,,1.8035714285714286,Low,New,1,0,0,0,0
-121.95,37.74,19,1127,170,518,167,6.3325,250000,High,3.101796407,6.748502994,Mid-Age,1,0,0,0,0,,3.1017964071856285,High,Middle-aged,1,0,0,0,0
-121.95,37.74,19,5721,837,2653,813,6.2631,266000,High,3.263222632,7.036900369,Mid-Age,1,0,0,0,0,,3.2632226322263223,High,Middle-aged,1,0,0,0,0
-121.94,37.75,17,2559,370,1238,377,6.2781,269800,High,3.283819629,6.787798408,Mid-Age,1,0,0,0,0,,3.283819628647215,High,Middle-aged,1,0,0,0,0
-121.92,37.73,24,1407,327,501,295,2.4821,157200,Low,1.698305085,4.769491525,Mid-Age,1,0,0,0,0,,1.6983050847457628,Low,Middle-aged,1,0,0,0,0
-121.93,37.74,16,3326,419,1272,402,6.8806,343500,High,3.164179104,8.273631841,Mid-Age,1,0,0,0,0,,3.1641791044776117,High,Middle-aged,1,0,0,0,0
-121.94,37.75,16,5121,735,2464,761,6.6204,296100,High,3.237844941,6.729303548,Mid-Age,1,0,0,0,0,,3.23784494086728,High,Middle-aged,1,0,0,0,0
-121.97,37.79,17,5688,824,2111,773,6.6131,312500,High,2.730918499,7.358344114,Mid-Age,1,0,0,0,0,,2.7309184993531694,High,Middle-aged,1,0,0,0,0
-121.98,37.8,17,3354,422,1457,425,7.6473,345800,High,3.428235294,7.891764706,Mid-Age,1,0,0,0,0,,3.428235294117647,High,Middle-aged,1,0,0,0,0
-121.98,37.8,16,2498,330,1027,343,8.155,343700,High,2.994169096,7.282798834,Mid-Age,1,0,0,0,0,,2.9941690962099123,High,Middle-aged,1,0,0,0,0
-121.98,37.81,18,2903,387,1127,372,5.5921,359100,Low,3.029569892,7.803763441,Mid-Age,1,0,0,0,0,,3.0295698924731185,Low,Middle-aged,1,0,0,0,0
-121.96,37.81,12,6488,778,2404,765,8.3188,403400,High,3.14248366,8.481045752,New,1,0,0,0,0,,3.142483660130719,High,New,1,0,0,0,0
-121.97,37.8,17,3279,418,1222,381,7.9168,356000,High,3.207349081,8.606299213,Mid-Age,1,0,0,0,0,,3.2073490813648293,High,Middle-aged,1,0,0,0,0
-121.94,37.8,8,11336,1657,4089,1555,7.8287,369200,High,2.629581994,7.290032154,New,1,0,0,0,0,,2.629581993569132,High,New,1,0,0,0,0
-121.97,37.79,16,3873,484,1451,501,6.7857,341300,High,2.896207585,7.730538922,Mid-Age,1,0,0,0,0,,2.8962075848303392,High,Middle-aged,1,0,0,0,0
-121.95,37.78,4,14652,2826,5613,2579,6.3942,356700,High,2.176424971,5.681271811,New,1,0,0,0,0,,2.1764249709189607,High,New,1,0,0,0,0
-121.96,37.76,8,3865,463,1548,432,9.7037,425100,High,3.583333333,8.946759259,New,1,0,0,0,0,,3.5833333333333335,High,New,1,0,0,0,0
-121.94,37.76,4,6875,1439,2889,1307,4.6932,356100,Low,2.210405509,5.26013772,New,1,0,0,0,0,,2.2104055087987757,Low,New,1,0,0,0,0
-121.93,37.76,5,2255,269,876,258,10.3345,461400,High,3.395348837,8.740310078,New,1,0,0,0,0,,3.395348837209302,High,New,1,0,0,0,0
-121.92,37.74,8,452,51,140,43,12.5915,432400,High,3.255813953,10.51162791,New,1,0,0,0,0,,3.255813953488372,High,New,1,0,0,0,0
-121.93,37.78,2,227,35,114,49,3.1591,434700,Low,2.326530612,4.632653061,New,1,0,0,0,0,,2.326530612244898,Low,New,1,0,0,0,0
-121.96,37.74,2,200,20,25,9,15.0001,350000,High,2.777777778,22.22222222,New,1,0,0,0,0,,2.7777777777777777,High,New,1,0,0,0,0
-121.97,37.76,8,3743,581,1633,567,6.7027,381900,High,2.880070547,6.601410935,New,1,0,0,0,0,,2.880070546737213,High,New,1,0,0,0,0
-121.97,37.77,13,7241,1007,3221,947,7.2216,324600,High,3.401267159,7.64625132,New,1,0,0,0,0,,3.4012671594508976,High,New,1,0,0,0,0
-121.98,37.74,8,2865,389,1376,417,7.9393,399300,High,3.299760192,6.870503597,New,1,0,0,0,0,,3.2997601918465227,High,New,1,0,0,0,0
-122.02,37.84,34,1879,265,729,263,7.7072,443800,High,2.771863118,7.144486692,Old,0,0,0,1,0,,2.7718631178707223,High,Middle-aged,0,0,0,1,0
-122.01,37.83,30,3917,549,1330,544,6.5617,386600,High,2.444852941,7.200367647,Mid-Age,0,0,0,1,0,,2.4448529411764706,High,Middle-aged,0,0,0,1,0
-122.0,37.82,20,2206,458,926,432,4.6042,256400,Low,2.143518519,5.106481481,Mid-Age,1,0,0,0,0,,2.1435185185185186,Low,Middle-aged,1,0,0,0,0
-121.99,37.82,22,1248,271,579,269,3.375,200000,Low,2.152416357,4.639405204,Mid-Age,1,0,0,0,0,,2.1524163568773234,Low,Middle-aged,1,0,0,0,0
-122.03,37.83,24,5948,738,1997,710,9.8708,500001,High,2.812676056,8.377464789,Mid-Age,0,0,0,1,0,,2.812676056338028,High,Middle-aged,0,0,0,1,0
-121.99,37.77,14,8213,1364,3283,1286,5.1755,294800,Low,2.552877138,6.386469673,New,1,0,0,0,0,,2.552877138413686,Low,New,1,0,0,0,0
-121.99,37.81,17,465,83,146,75,4.9018,188500,Low,1.946666667,6.2,Mid-Age,1,0,0,0,0,,1.9466666666666668,Low,Middle-aged,1,0,0,0,0
-122.02,37.8,11,6200,907,2286,896,7.6518,359300,High,2.551339286,6.919642857,New,0,0,0,1,0,,2.5513392857142856,High,New,0,0,0,1,0
-122.03,37.87,21,3521,447,1396,467,8.2673,358700,High,2.989293362,7.539614561,Mid-Age,0,0,0,1,0,,2.9892933618843682,High,Middle-aged,0,0,0,1,0
-122.02,37.88,16,3031,438,1087,421,7.3732,287300,High,2.581947743,7.199524941,Mid-Age,0,0,0,1,0,,2.5819477434679334,High,Middle-aged,0,0,0,1,0
-122.02,37.87,14,3056,369,1209,377,8.4352,441400,High,3.206896552,8.106100796,New,0,0,0,1,0,,3.206896551724138,High,New,0,0,0,1,0
-122.03,37.86,25,3004,393,1145,376,7.2655,494000,High,3.045212766,7.989361702,Mid-Age,0,0,0,1,0,,3.0452127659574466,High,Middle-aged,0,0,0,1,0
-122.0,37.86,18,8953,1074,3011,993,10.7372,500001,High,3.032225579,9.01611279,Mid-Age,1,0,0,0,0,,3.0322255790533736,High,Middle-aged,1,0,0,0,0
-121.97,37.87,4,1029,126,416,122,13.4883,500001,High,3.409836066,8.43442623,New,0,1,0,0,0,,3.4098360655737703,High,New,0,1,0,0,0
-121.96,37.84,29,7479,977,2744,943,7.5139,398200,High,2.909862142,7.93107105,Mid-Age,0,1,0,0,0,,2.9098621420996817,High,Middle-aged,0,1,0,0,0
-122.0,37.84,16,7681,946,2777,908,9.5271,500001,High,3.058370044,8.459251101,Mid-Age,1,0,0,0,0,,3.0583700440528636,High,Middle-aged,1,0,0,0,0
-121.96,37.85,10,3209,379,1199,392,12.2478,500001,High,3.058673469,8.18622449,New,0,1,0,0,0,,3.058673469387755,High,New,0,1,0,0,0
-121.99,37.83,16,2939,380,1177,396,8.0839,372000,High,2.972222222,7.421717172,Mid-Age,1,0,0,0,0,,2.9722222222222223,High,Middle-aged,1,0,0,0,0
-121.98,37.82,18,9117,1248,3280,1167,8.003,351300,High,2.810625536,7.812339332,Mid-Age,1,0,0,0,0,,2.810625535561268,High,Middle-aged,1,0,0,0,0
-121.95,37.81,5,7178,898,2823,907,9.0776,450400,High,3.112458655,7.914002205,New,1,0,0,0,0,,3.1124586549062845,High,New,1,0,0,0,0
-122.1,37.93,20,10212,1424,4083,1374,8.039,382200,High,2.971615721,7.43231441,Mid-Age,0,0,0,1,0,,2.9716157205240177,High,Middle-aged,0,0,0,1,0
-122.12,37.94,22,4949,626,1850,590,10.4549,500001,High,3.13559322,8.388135593,Mid-Age,0,0,0,1,0,,3.135593220338983,High,Middle-aged,0,0,0,1,0
-122.1,37.9,38,827,144,368,136,6.5095,294400,High,2.705882353,6.080882353,Old,0,0,0,1,0,,2.7058823529411766,High,Old,0,0,0,1,0
-122.14,37.9,32,5738,746,2099,732,10.3224,500001,High,2.867486339,7.838797814,Old,0,0,0,1,0,,2.8674863387978142,High,Middle-aged,0,0,0,1,0
-122.12,37.91,34,5683,755,1962,723,8.3678,455300,High,2.713692946,7.860304288,Old,0,0,0,1,0,,2.7136929460580914,High,Middle-aged,0,0,0,1,0
-122.09,37.89,35,880,139,352,132,6.8686,406500,High,2.666666667,6.666666667,Old,0,0,0,1,0,,2.6666666666666665,High,Middle-aged,0,0,0,1,0
-122.1,37.89,21,3282,653,1398,601,5.2079,310300,Low,2.326123128,5.460898502,Mid-Age,0,0,0,1,0,,2.3261231281198005,Low,Middle-aged,0,0,0,1,0
-122.11,37.89,32,2372,516,1067,492,4.3235,279500,Low,2.168699187,4.821138211,Old,0,0,0,1,0,,2.1686991869918697,Low,Middle-aged,0,0,0,1,0
-122.11,37.88,37,4005,614,1602,606,6.4666,348200,High,2.643564356,6.608910891,Old,0,0,0,1,0,,2.6435643564356437,High,Old,0,0,0,1,0
-122.12,37.88,35,2785,362,1001,363,8.0448,433300,High,2.757575758,7.672176309,Old,0,0,0,1,0,,2.757575757575758,High,Middle-aged,0,0,0,1,0
-122.12,37.89,30,3227,733,1260,684,4.125,257100,Low,1.842105263,4.717836257,Mid-Age,0,0,0,1,0,,1.8421052631578947,Low,Middle-aged,0,0,0,1,0
-122.13,37.89,27,744,214,295,169,2.7411,350000,Low,1.74556213,4.402366864,Mid-Age,0,0,0,1,0,,1.7455621301775148,Low,Middle-aged,0,0,0,1,0
-122.13,37.87,18,1820,220,728,229,10.3713,426100,High,3.179039301,7.947598253,Mid-Age,0,0,0,1,0,,3.1790393013100435,High,Middle-aged,0,0,0,1,0
-122.14,37.88,34,6986,1096,2865,1124,6.2275,394400,High,2.548932384,6.215302491,Old,0,0,0,1,0,,2.548932384341637,High,Middle-aged,0,0,0,1,0
-122.07,37.88,11,1077,318,590,264,3.5536,387200,Low,2.234848485,4.079545455,New,0,0,0,1,0,,2.234848484848485,Low,New,0,0,0,1,0
-122.08,37.88,24,2059,462,410,294,2.3971,99400,Low,1.394557823,7.003401361,Mid-Age,0,0,0,1,0,,1.3945578231292517,Low,Middle-aged,0,0,0,1,0
-122.08,37.87,24,6130,1359,1750,1286,2.9167,102700,Low,1.360808709,4.766718507,Mid-Age,0,0,0,1,0,,1.3608087091757388,Low,Middle-aged,0,0,0,1,0
-122.06,37.85,17,7475,1556,2092,1449,3.6437,186500,Low,1.443754313,5.158730159,Mid-Age,0,0,0,1,0,,1.4437543133195307,Low,Middle-aged,0,0,0,1,0
-122.07,37.86,23,1025,205,263,191,3.12,155000,Low,1.376963351,5.366492147,Mid-Age,0,0,0,1,0,,1.3769633507853403,Low,Middle-aged,0,0,0,1,0
-122.06,37.86,16,5187,1014,1512,986,4.4551,252400,Low,1.53346856,5.260649087,Mid-Age,0,0,0,1,0,,1.5334685598377282,Low,Middle-aged,0,0,0,1,0
-122.07,37.86,17,1102,224,317,208,3.5893,206300,Low,1.524038462,5.298076923,Mid-Age,0,0,0,1,0,,1.5240384615384615,Low,Middle-aged,0,0,0,1,0
-122.08,37.87,26,2405,564,680,531,2.4896,73400,Low,1.280602637,4.529190207,Mid-Age,0,0,0,1,0,,1.28060263653484,Low,Middle-aged,0,0,0,1,0
-122.1,37.88,35,3701,528,1511,517,7.2315,367100,High,2.922630561,7.15860735,Old,0,0,0,1,0,,2.9226305609284333,High,Middle-aged,0,0,0,1,0
-122.09,37.86,27,5484,760,2212,770,7.6202,402600,High,2.872727273,7.122077922,Mid-Age,0,0,0,1,0,,2.8727272727272726,High,Middle-aged,0,0,0,1,0
-122.11,37.87,33,3398,500,1351,457,6.5814,314200,High,2.956236324,7.435448578,Old,0,0,0,1,0,,2.9562363238512037,High,Middle-aged,0,0,0,1,0
-122.12,37.85,18,5252,686,1870,657,8.0074,454100,High,2.846270928,7.99391172,Mid-Age,0,0,0,1,0,,2.8462709284627095,High,Middle-aged,0,0,0,1,0
-122.08,37.84,17,1320,159,1722,141,11.7064,500001,High,12.21276596,9.361702128,Mid-Age,0,0,0,1,0,,12.212765957446809,High,Middle-aged,0,0,0,1,0
-122.12,37.81,26,4048,513,1486,498,7.6717,416500,High,2.983935743,8.128514056,Mid-Age,0,0,0,1,0,,2.9839357429718874,High,Middle-aged,0,0,0,1,0
-122.12,37.82,26,2269,317,918,313,6.6657,364500,High,2.932907348,7.249201278,Mid-Age,0,0,0,1,0,,2.9329073482428116,High,Middle-aged,0,0,0,1,0
-122.11,37.83,19,5130,741,1887,712,7.203,369900,High,2.650280899,7.20505618,Mid-Age,0,0,0,1,0,,2.6502808988764044,High,Middle-aged,0,0,0,1,0
-122.08,37.82,4,2045,237,830,252,11.3421,500001,High,3.293650794,8.115079365,New,0,0,0,1,0,,3.2936507936507935,High,New,0,0,0,1,0
-122.14,37.86,20,6201,1182,2415,1141,4.5744,314000,Low,2.116564417,5.434706398,Mid-Age,0,0,0,1,0,,2.1165644171779143,Low,Middle-aged,0,0,0,1,0
-122.14,37.85,27,9147,1276,3371,1269,7.3267,389900,High,2.65642238,7.208037825,Mid-Age,0,0,0,1,0,,2.656422379826635,High,Middle-aged,0,0,0,1,0
-122.14,37.84,24,2131,343,874,373,5.6349,355600,Low,2.343163539,5.713136729,Mid-Age,0,0,0,1,0,,2.3431635388739944,Low,Middle-aged,0,0,0,1,0
-122.16,37.83,16,4596,705,1480,650,7.52,370200,High,2.276923077,7.070769231,Mid-Age,0,0,0,1,0,,2.276923076923077,High,Middle-aged,0,0,0,1,0
-122.16,37.86,36,3359,493,1298,483,8.1586,404300,High,2.6873706,6.954451346,Old,0,0,0,1,0,,2.6873706004140785,High,Old,0,0,0,1,0
-122.18,37.88,36,542,119,231,121,4.9,354200,Low,1.909090909,4.479338843,Old,0,0,0,1,0,,1.9090909090909092,Low,Old,0,0,0,1,0
-122.18,37.86,33,4449,636,1684,617,8.9571,399700,High,2.729335494,7.210696921,Old,0,0,0,1,0,,2.7293354943273904,High,Middle-aged,0,0,0,1,0
-122.16,37.89,32,1779,241,721,258,8.7589,434500,High,2.794573643,6.895348837,Old,0,0,0,1,0,,2.794573643410853,High,Middle-aged,0,0,0,1,0
-122.17,37.88,32,3633,508,1393,506,7.6917,401800,High,2.752964427,7.179841897,Old,0,0,0,1,0,,2.7529644268774702,High,Middle-aged,0,0,0,1,0
-122.17,37.88,33,3626,502,1348,480,7.6107,423200,High,2.808333333,7.554166667,Old,0,0,0,1,0,,2.808333333333333,High,Middle-aged,0,0,0,1,0
-122.17,37.87,38,1261,177,472,183,6.917,438000,High,2.579234973,6.890710383,Old,0,0,0,1,0,,2.579234972677596,High,Old,0,0,0,1,0
-122.22,37.88,20,95,13,31,15,2.4444,475000,Low,2.066666667,6.333333333,Mid-Age,0,0,0,1,0,,2.066666666666667,Low,Middle-aged,0,0,0,1,0
-122.2,37.89,37,3881,560,1315,517,7.3195,367500,High,2.543520309,7.506769826,Old,0,0,0,1,0,,2.5435203094777563,High,Old,0,0,0,1,0
-122.2,37.88,36,1065,160,398,155,7.7736,378100,High,2.567741935,6.870967742,Old,0,0,0,1,0,,2.567741935483871,High,Old,0,0,0,1,0
-122.18,37.91,31,7200,876,2428,843,10.9405,500001,High,2.880189798,8.540925267,Old,0,0,0,1,0,,2.8801897983392646,High,Middle-aged,0,0,0,1,0
-122.2,37.9,36,2107,287,740,280,10.3416,500001,High,2.642857143,7.525,Old,0,0,0,1,0,,2.642857142857143,High,Old,0,0,0,1,0
-122.18,37.9,36,4760,610,1511,572,9.0064,500001,High,2.641608392,8.321678322,Old,0,0,0,1,0,,2.6416083916083917,High,Old,0,0,0,1,0
-122.18,37.89,18,4845,735,1634,734,8.1489,499000,High,2.226158038,6.600817439,Mid-Age,0,0,0,1,0,,2.226158038147139,High,Middle-aged,0,0,0,1,0
-121.84,37.98,8,7505,1089,3325,1016,5.2699,204200,Low,3.272637795,7.386811024,New,0,1,0,0,0,,3.2726377952755907,Low,New,0,1,0,0,0
-121.81,37.97,8,1584,236,615,202,6.4753,166800,High,3.044554455,7.841584158,New,0,1,0,0,0,,3.0445544554455446,High,New,0,1,0,0,0
-121.78,37.97,4,17032,2546,7653,2359,5.5601,213700,Low,3.244171259,7.220008478,New,0,1,0,0,0,,3.2441712590080543,Low,New,0,1,0,0,0
-121.83,37.95,17,1133,244,716,235,2.875,162500,Low,3.046808511,4.821276596,Mid-Age,0,1,0,0,0,,3.046808510638298,Low,Middle-aged,0,1,0,0,0
-121.94,37.83,11,2836,373,959,335,10.5815,500001,High,2.862686567,8.465671642,New,0,1,0,0,0,,2.8626865671641792,High,New,0,1,0,0,0
-121.89,37.82,4,11444,1355,3898,1257,13.2949,500001,High,3.101034208,9.104216388,New,0,1,0,0,0,,3.1010342084327767,High,New,0,1,0,0,0
-121.91,37.81,7,3477,416,1216,395,13.1499,500001,High,3.078481013,8.802531646,New,0,1,0,0,0,,3.078481012658228,High,New,0,1,0,0,0
-121.82,37.81,12,4711,659,2089,621,8.3209,485400,High,3.363929147,7.586151369,New,0,1,0,0,0,,3.363929146537842,High,New,0,1,0,0,0
-121.96,37.99,2,3129,707,1606,698,2.9591,210100,Low,2.300859599,4.482808023,New,0,1,0,0,0,,2.3008595988538683,Low,New,0,1,0,0,0
-121.96,37.94,26,3084,505,1557,501,5.1582,194700,Low,3.107784431,6.155688623,Mid-Age,0,1,0,0,0,,3.1077844311377247,Low,Middle-aged,0,1,0,0,0
-121.96,37.95,25,4026,791,1850,709,4.1483,181200,Low,2.609308886,5.67842031,Mid-Age,0,1,0,0,0,,2.609308885754584,Low,Middle-aged,0,1,0,0,0
-121.95,37.94,21,3153,411,1318,431,6.8642,285400,High,3.05800464,7.315545244,Mid-Age,0,1,0,0,0,,3.0580046403712298,High,Middle-aged,0,1,0,0,0
-121.97,37.93,4,3241,464,1552,494,6.6134,307000,High,3.141700405,6.560728745,New,0,1,0,0,0,,3.1417004048582995,High,New,0,1,0,0,0
-122.01,37.92,18,2808,337,1038,337,8.3956,353600,High,3.080118694,8.332344214,Mid-Age,0,0,0,1,0,,3.080118694362018,High,Middle-aged,0,0,0,1,0
-122.01,37.92,16,2638,345,1055,334,8.1163,365800,High,3.158682635,7.898203593,Mid-Age,0,0,0,1,0,,3.158682634730539,High,Middle-aged,0,0,0,1,0
-121.99,37.92,14,1780,224,764,226,9.0243,427700,High,3.380530973,7.876106195,New,0,1,0,0,0,,3.3805309734513274,High,New,0,1,0,0,0
-121.93,37.89,13,2085,292,852,264,7.3445,366700,High,3.227272727,7.897727273,New,0,1,0,0,0,,3.227272727272727,High,New,0,1,0,0,0
-121.92,37.96,14,5332,884,2093,839,5.2798,237400,Low,2.494636472,6.355184744,New,0,1,0,0,0,,2.494636471990465,Low,New,0,1,0,0,0
-121.94,37.95,18,2541,355,986,346,7.1978,288000,High,2.849710983,7.343930636,Mid-Age,0,1,0,0,0,,2.8497109826589595,High,Middle-aged,0,1,0,0,0
-121.91,37.93,13,1610,198,703,217,8.7059,329400,High,3.239631336,7.419354839,New,0,1,0,0,0,,3.23963133640553,High,New,0,1,0,0,0
-121.94,37.94,26,1299,174,533,180,6.2296,291700,High,2.961111111,7.216666667,Mid-Age,0,1,0,0,0,,2.9611111111111112,High,Middle-aged,0,1,0,0,0
-121.94,37.93,16,3421,427,1341,428,7.5695,320400,High,3.13317757,7.992990654,Mid-Age,0,1,0,0,0,,3.133177570093458,High,Middle-aged,0,1,0,0,0
-121.93,37.93,16,2876,391,1089,377,6.299,286900,High,2.888594164,7.628647215,Mid-Age,0,1,0,0,0,,2.8885941644562334,High,Middle-aged,0,1,0,0,0
-121.93,37.93,16,2169,262,877,245,6.6049,312600,High,3.579591837,8.853061224,Mid-Age,0,1,0,0,0,,3.5795918367346937,High,Middle-aged,0,1,0,0,0
-121.95,37.94,27,1469,216,578,219,5.9346,253600,Low,2.639269406,6.707762557,Mid-Age,0,1,0,0,0,,2.6392694063926943,Low,Middle-aged,0,1,0,0,0
-122.25,38.02,16,1803,267,946,266,5.7001,205100,Low,3.556390977,6.778195489,Mid-Age,0,0,0,1,0,,3.556390977443609,Low,Middle-aged,0,0,0,1,0
-122.25,38.03,15,3338,532,1834,520,5.6293,197600,Low,3.526923077,6.419230769,New,0,0,0,1,0,,3.526923076923077,Low,New,0,0,0,1,0
-122.21,38.02,15,2150,327,1094,324,6.0224,198500,High,3.37654321,6.635802469,New,0,0,0,1,0,,3.376543209876543,High,New,0,0,0,1,0
-122.2,37.96,9,6306,962,2581,911,6.7741,310700,High,2.833150384,6.922063666,New,0,0,0,1,0,,2.8331503841931944,High,New,0,0,0,1,0
-122.23,38.06,52,1350,266,490,257,3.125,171100,Low,1.906614786,5.252918288,Old,0,0,0,1,0,,1.906614785992218,Low,Old,0,0,0,1,0
-122.23,38.05,52,1736,358,638,297,2.5517,147100,Low,2.148148148,5.845117845,Old,0,0,0,1,0,,2.1481481481481484,Low,Old,0,0,0,1,0
-122.21,38.06,52,2735,559,1076,487,3.6154,155700,Low,2.209445585,5.616016427,Old,0,0,0,1,0,,2.209445585215606,Low,Old,0,0,0,1,0
-122.2,38.04,31,3029,500,1236,487,5.6022,197000,Low,2.53798768,6.219712526,Old,0,0,0,1,0,,2.537987679671458,Low,Middle-aged,0,0,0,1,0
-122.26,38.03,25,2239,361,928,353,4.4474,203700,Low,2.628895184,6.342776204,Mid-Age,0,0,0,1,0,,2.6288951841359776,Low,Middle-aged,0,0,0,1,0
-122.27,38.04,47,1685,405,835,372,2.3103,134500,Low,2.244623656,4.529569892,Old,0,0,0,1,0,,2.2446236559139785,Low,Old,0,0,0,1,0
-122.26,38.03,41,1631,282,752,288,3.9345,150200,Low,2.611111111,5.663194444,Old,0,0,0,1,0,,2.611111111111111,Low,Old,0,0,0,1,0
-122.26,38.04,41,2512,539,1179,480,2.694,123000,Low,2.45625,5.233333333,Old,0,0,0,1,0,,2.45625,Low,Old,0,0,0,1,0
-122.25,38.05,30,1255,297,779,307,1.6767,147700,Low,2.537459283,4.087947883,Mid-Age,0,0,0,1,0,,2.537459283387622,Low,Middle-aged,0,0,0,1,0
-122.32,38.06,4,7999,1611,3596,1396,5.0969,174200,Low,2.575931232,5.729942693,New,0,0,0,1,0,,2.5759312320916905,Low,New,0,0,0,1,0
-122.28,38.0,26,2335,413,980,417,3.4471,178900,Low,2.350119904,5.599520384,Mid-Age,0,0,0,1,0,,2.3501199040767387,Low,Middle-aged,0,0,0,1,0
-122.29,38.0,16,4986,1081,2805,1016,4.025,173200,Low,2.760826772,4.907480315,Mid-Age,0,0,0,1,0,,2.7608267716535435,Low,Middle-aged,0,0,0,1,0
-122.36,38.03,32,2159,393,981,369,4.3173,175400,Low,2.658536585,5.850948509,Old,0,0,0,1,0,,2.658536585365854,Low,Middle-aged,0,0,0,1,0
-122.3,38.0,34,1712,317,956,341,4.4394,162000,Low,2.803519062,5.020527859,Old,0,0,0,1,0,,2.803519061583578,Low,Middle-aged,0,0,0,1,0
-122.31,38.0,26,3735,641,1708,633,4.621,191100,Low,2.698262243,5.900473934,Mid-Age,0,0,0,1,0,,2.69826224328594,Low,Middle-aged,0,0,0,1,0
-122.31,38.01,18,4123,874,1895,772,3.2759,195000,Low,2.454663212,5.340673575,Mid-Age,0,0,0,1,0,,2.454663212435233,Low,Middle-aged,0,0,0,1,0
-122.28,37.99,28,3801,622,1654,571,4.375,193300,Low,2.896672504,6.656742557,Mid-Age,0,0,0,1,0,,2.8966725043782837,Low,Middle-aged,0,0,0,1,0
-122.26,37.98,28,2038,329,947,349,5.1178,198000,Low,2.713467049,5.839541547,Mid-Age,0,0,0,1,0,,2.713467048710602,Low,Middle-aged,0,0,0,1,0
-122.27,37.99,16,4921,737,2312,725,5.8899,243200,Low,3.188965517,6.787586207,Mid-Age,0,0,0,1,0,,3.188965517241379,Low,Middle-aged,0,0,0,1,0
-122.27,37.98,23,3455,479,1375,474,6.0289,218600,High,2.900843882,7.289029536,Mid-Age,0,0,0,1,0,,2.9008438818565403,High,Middle-aged,0,0,0,1,0
-122.26,38.02,5,3846,786,2053,716,5.0473,184800,Low,2.867318436,5.37150838,New,0,0,0,1,0,,2.86731843575419,Low,New,0,0,0,1,0
-122.24,38.01,11,3751,565,1949,555,5.7862,269400,Low,3.511711712,6.758558559,New,0,0,0,1,0,,3.511711711711712,Low,New,0,0,0,1,0
-122.24,38.01,16,2084,315,1154,307,6.0102,235600,High,3.758957655,6.788273616,Mid-Age,0,0,0,1,0,,3.758957654723127,High,Middle-aged,0,0,0,1,0
-122.25,38.0,16,2978,411,1531,400,6.5006,237700,High,3.8275,7.445,Mid-Age,0,0,0,1,0,,3.8275,High,Middle-aged,0,0,0,1,0
-122.26,38.0,14,2338,391,1003,398,4.2269,170500,Low,2.520100503,5.874371859,New,0,0,0,1,0,,2.520100502512563,Low,New,0,0,0,1,0
-122.26,38.0,6,678,104,318,91,5.2375,246400,Low,3.494505495,7.450549451,New,0,0,0,1,0,,3.4945054945054945,Low,New,0,0,0,1,0
-122.27,38.0,15,1216,166,572,178,5.8418,240300,Low,3.213483146,6.831460674,New,0,0,0,1,0,,3.2134831460674156,Low,New,0,0,0,1,0
-122.27,38.0,12,1592,242,969,233,6.1576,248700,High,4.158798283,6.832618026,New,0,0,0,1,0,,4.1587982832618025,High,New,0,0,0,1,0
-122.26,38.0,5,6265,908,3326,872,6.2073,272900,High,3.814220183,7.184633028,New,0,0,0,1,0,,3.8142201834862384,High,New,0,0,0,1,0
